id,name,location,price,rate,types,amenities,imp,ids
998,Komodo,Jenin,1702.0,5,"id: 3, type_name: Restaurant","id: 98, amenities_name: Outdoor tented space, landscaped gardens, Japanese style tea house, multiple porches and decks. Lodging is included in your party package, for your wedding party and, id: 224, amenities_name: No Outside food & beverage allowed, id: 315, amenities_name: Boutique Hotel with 3 floors and 79 guest rooms, Bar Esperanto and The Space, id: 480, amenities_name: Airport Landing Strip, id: 567, amenities_name: DJ Booth, id: 671, amenities_name: Golf Course","Komodo Jenin 1702.0 5 id: 3, type_name: Restaurant id: 98, amenities_name: Outdoor tented space, landscaped gardens, Japanese style tea house, multiple porches and decks. Lodging is included in your party package, for your wedding party and, id: 224, amenities_name: No Outside food & beverage allowed, id: 315, amenities_name: Boutique Hotel with 3 floors and 79 guest rooms, Bar Esperanto and The Space, id: 480, amenities_name: Airport Landing Strip, id: 567, amenities_name: DJ Booth, id: 671, amenities_name: Golf Course",997
999,La Terraza Organic Restaurant Doral,Salfit,1639.0,1,"id: 3, type_name: Restaurant","id: 41, amenities_name: Hidden door on the side of the room that leads to the green rooms., id: 323, amenities_name: We have a lighthouse cottage and 90 feet of dock space on the Tchefuncte River. The cottage is ideal for bridal parties to get ready for the big event! Plenty of space, full bathroom and full kitchen. 3 large rooms and expansive deck. Order lunch & relax!, id: 324, amenities_name: No Smoking anywhere onpremises, id: 349, amenities_name: We also offer event planning for events with a language, id: 535, amenities_name: Full service stage for live performances, speeches and wedding ceremonies., id: 648, amenities_name: Fog Machine","La Terraza Organic Restaurant Doral Salfit 1639.0 1 id: 3, type_name: Restaurant id: 41, amenities_name: Hidden door on the side of the room that leads to the green rooms., id: 323, amenities_name: We have a lighthouse cottage and 90 feet of dock space on the Tchefuncte River. The cottage is ideal for bridal parties to get ready for the big event! Plenty of space, full bathroom and full kitchen. 3 large rooms and expansive deck. Order lunch & relax!, id: 324, amenities_name: No Smoking anywhere onpremises, id: 349, amenities_name: We also offer event planning for events with a language, id: 535, amenities_name: Full service stage for live performances, speeches and wedding ceremonies., id: 648, amenities_name: Fog Machine",998
1000,Shula's 347 Grill Coral Gables,Jericho,2291.0,2,"id: 3, type_name: Restaurant","id: 8, amenities_name: Outside Catering Allowed, id: 94, amenities_name: When you need exceptional catering at your own location, our mobile, professional, fullservice and selfcontained kitchen can be set up in nearly any environment, bringing all the KSyrah goodness right to you and your guests., id: 200, amenities_name: Space and furniture can be adjusted for special occasions., id: 379, amenities_name: Customized Company Song, id: 607, amenities_name: We offer offsite catering with alcohol and complete Ent., id: 645, amenities_name: Audio Visual Equipment","Shula's 347 Grill Coral Gables Jericho 2291.0 2 id: 3, type_name: Restaurant id: 8, amenities_name: Outside Catering Allowed, id: 94, amenities_name: When you need exceptional catering at your own location, our mobile, professional, fullservice and selfcontained kitchen can be set up in nearly any environment, bringing all the KSyrah goodness right to you and your guests., id: 200, amenities_name: Space and furniture can be adjusted for special occasions., id: 379, amenities_name: Customized Company Song, id: 607, amenities_name: We offer offsite catering with alcohol and complete Ent., id: 645, amenities_name: Audio Visual Equipment",999
1001,Typically Responds within 24 hours,Jenin,4431.0,2,"id: 8, type_name: Conference","id: 88, amenities_name: Beautiful courtyard area., id: 132, amenities_name: weekend rentals only, id: 248, amenities_name: Our elegant shop would be exclusive to your event no other customers will be in the shop at the same time. Plus you have one hour in advance of your event start to decorate our shop., id: 344, amenities_name: Additional amenities include: outdoor roof terrace, corporate mailing address, wellness center, podcast studio, concierge, printing, storage services, stocked kitchens, Zoomenabled conference rooms, executive boardrooms, huddle rooms, and more., id: 419, amenities_name: 2 Ceremony Sites & 2 Reception Halls, 1 Rustic style and 1 Modern Farmhouse, 2 Private Suites at each hall, Beautiful outdoor photo spots, id: 502, amenities_name: Tableware","Typically Responds within 24 hours Jenin 4431.0 2 id: 8, type_name: Conference id: 88, amenities_name: Beautiful courtyard area., id: 132, amenities_name: weekend rentals only, id: 248, amenities_name: Our elegant shop would be exclusive to your event no other customers will be in the shop at the same time. Plus you have one hour in advance of your event start to decorate our shop., id: 344, amenities_name: Additional amenities include: outdoor roof terrace, corporate mailing address, wellness center, podcast studio, concierge, printing, storage services, stocked kitchens, Zoomenabled conference rooms, executive boardrooms, huddle rooms, and more., id: 419, amenities_name: 2 Ceremony Sites & 2 Reception Halls, 1 Rustic style and 1 Modern Farmhouse, 2 Private Suites at each hall, Beautiful outdoor photo spots, id: 502, amenities_name: Tableware",1000
1002,Penthouse at Riverside Wharf,Tulkarem,2086.0,2,"id: 4, type_name: Studio","id: 177, amenities_name: DJ Booth, Microphones, Lasers, CO2 Cannons, id: 274, amenities_name: 12 bedroom suites, id: 520, amenities_name: Complimentary wifi, id: 522, amenities_name: Stage, id: 613, amenities_name: Large LED Monitors, id: 690, amenities_name: Reception Room","Penthouse at Riverside Wharf Tulkarem 2086.0 2 id: 4, type_name: Studio id: 177, amenities_name: DJ Booth, Microphones, Lasers, CO2 Cannons, id: 274, amenities_name: 12 bedroom suites, id: 520, amenities_name: Complimentary wifi, id: 522, amenities_name: Stage, id: 613, amenities_name: Large LED Monitors, id: 690, amenities_name: Reception Room",1001
1003,Park Place Venues,Jerusalem,3776.0,5,"id: 1, type_name: Banquet","id: 113, amenities_name: Established in 1934, The Galley is the oldest, and one of the most cherished, restaurants in Santa Monica., id: 181, amenities_name: 2 wireless, handheld microphones, id: 303, amenities_name: V: 1 ceiling mounted projector with remote type, 6’ HDMI cable, HDMI to Lightning Cable Adapter, SONOS Speakers for ambient sound, id: 337, amenities_name: Tastefully Decorated. Ambient Lighting, Patio Space., id: 386, amenities_name: 360 Bar, id: 549, amenities_name: Beautiful prep kitchen","Park Place Venues Jerusalem 3776.0 5 id: 1, type_name: Banquet id: 113, amenities_name: Established in 1934, The Galley is the oldest, and one of the most cherished, restaurants in Santa Monica., id: 181, amenities_name: 2 wireless, handheld microphones, id: 303, amenities_name: V: 1 ceiling mounted projector with remote type, 6’ HDMI cable, HDMI to Lightning Cable Adapter, SONOS Speakers for ambient sound, id: 337, amenities_name: Tastefully Decorated. Ambient Lighting, Patio Space., id: 386, amenities_name: 360 Bar, id: 549, amenities_name: Beautiful prep kitchen",1002
1004,Rubell Family Collection Contemporary Arts Foundation,Jenin,2319.0,3,"id: 4, type_name: Studio","id: 79, amenities_name: Handicap Accessibility Restrooms included, separate food area, and private parking, id: 344, amenities_name: Additional amenities include: outdoor roof terrace, corporate mailing address, wellness center, podcast studio, concierge, printing, storage services, stocked kitchens, Zoomenabled conference rooms, executive boardrooms, huddle rooms, and more., id: 349, amenities_name: We also offer event planning for events with a language, id: 406, amenities_name: New chairs, audio visual, LED up lighting and Projector system, id: 702, amenities_name: Smores Roasting Station, id: 711, amenities_name: hammocks","Rubell Family Collection Contemporary Arts Foundation Jenin 2319.0 3 id: 4, type_name: Studio id: 79, amenities_name: Handicap Accessibility Restrooms included, separate food area, and private parking, id: 344, amenities_name: Additional amenities include: outdoor roof terrace, corporate mailing address, wellness center, podcast studio, concierge, printing, storage services, stocked kitchens, Zoomenabled conference rooms, executive boardrooms, huddle rooms, and more., id: 349, amenities_name: We also offer event planning for events with a language, id: 406, amenities_name: New chairs, audio visual, LED up lighting and Projector system, id: 702, amenities_name: Smores Roasting Station, id: 711, amenities_name: hammocks",1003
1005,Trinity Episcopal Cathedral,Ramallah,793.0,1,"id: 17, type_name: Religious","id: 20, amenities_name: RoofTop Event Space, Private Dressing Rooms, id: 61, amenities_name: historic, iconic, largest proscenium in North America, id: 115, amenities_name: Facilitation Activation: Magnetized wall space, Dryerase markers, Magnets, Easels for flip charts & 2 Backdrop kits, id: 267, amenities_name: We have 220 banquet chairs, six 24”, twentysix 48” rounds, six 60” rounds, a buffet table and several 6’ tables and two hightops. The space features a 16’ x 10’ stage with a simple light plot, board and spotlight. We have video projection capabilities, id: 272, amenities_name: 1 Restaurant, id: 550, amenities_name: Entire Resort & Venue Options.","Trinity Episcopal Cathedral Ramallah 793.0 1 id: 17, type_name: Religious id: 20, amenities_name: RoofTop Event Space, Private Dressing Rooms, id: 61, amenities_name: historic, iconic, largest proscenium in North America, id: 115, amenities_name: Facilitation Activation: Magnetized wall space, Dryerase markers, Magnets, Easels for flip charts & 2 Backdrop kits, id: 267, amenities_name: We have 220 banquet chairs, six 24”, twentysix 48” rounds, six 60” rounds, a buffet table and several 6’ tables and two hightops. The space features a 16’ x 10’ stage with a simple light plot, board and spotlight. We have video projection capabilities, id: 272, amenities_name: 1 Restaurant, id: 550, amenities_name: Entire Resort & Venue Options.",1004
1006,The Joseph Caleb Auditorium,Nablus,2078.0,5,"id: 10, type_name: Theater","id: 5, amenities_name: Fully Equipped Kitchen, id: 173, amenities_name: Intimate venue space. Modern chandeliers creating an unforgettable event space., id: 375, amenities_name: Modern Kitchenette Area, id: 439, amenities_name: Three ClimateControlled Interior Decks, Outdoor Strolling Decks, a full Outdoor Patio Deck topside, HandicapAccessible Decks and Restrooms, Full Service Bars, Two Dance Floors and Stage Areas, Flexible Seating Arrangements, Panoramic Windows, id: 459, amenities_name: Selfie Room, id: 668, amenities_name: Waterfront views to the Miami Rivers","The Joseph Caleb Auditorium Nablus 2078.0 5 id: 10, type_name: Theater id: 5, amenities_name: Fully Equipped Kitchen, id: 173, amenities_name: Intimate venue space. Modern chandeliers creating an unforgettable event space., id: 375, amenities_name: Modern Kitchenette Area, id: 439, amenities_name: Three ClimateControlled Interior Decks, Outdoor Strolling Decks, a full Outdoor Patio Deck topside, HandicapAccessible Decks and Restrooms, Full Service Bars, Two Dance Floors and Stage Areas, Flexible Seating Arrangements, Panoramic Windows, id: 459, amenities_name: Selfie Room, id: 668, amenities_name: Waterfront views to the Miami Rivers",1005
1007,Miami Thriller,Nablus,3118.0,4,"id: 14, type_name: Boat","id: 25, amenities_name: Special events take on a sophisticated new dimension at Sofitel New York. Executive Chef Robert Hohmann has skillfully created an array of delicious banquet menus showcasing French and Americaninspired cuisine for receptions, meetings & conferences., id: 56, amenities_name: Bridal Suite, id: 342, amenities_name: As you enter Stanley Field Hall, you are standing on 300 million year old fossilized limestone. As you look up—the museum’s skylights and solar roof panels contribute to museum conservation efforts to save energy., id: 492, amenities_name: Complimentary Full Hot Breakfast, Managers Reception featuring, Beer, Wine, Beverages & Light Appetizers. Business Center & Wireless HighSpeed Internet Access., id: 514, amenities_name: Rooftop, id: 675, amenities_name: Walking Trails","Miami Thriller Nablus 3118.0 4 id: 14, type_name: Boat id: 25, amenities_name: Special events take on a sophisticated new dimension at Sofitel New York. Executive Chef Robert Hohmann has skillfully created an array of delicious banquet menus showcasing French and Americaninspired cuisine for receptions, meetings & conferences., id: 56, amenities_name: Bridal Suite, id: 342, amenities_name: As you enter Stanley Field Hall, you are standing on 300 million year old fossilized limestone. As you look up—the museum’s skylights and solar roof panels contribute to museum conservation efforts to save energy., id: 492, amenities_name: Complimentary Full Hot Breakfast, Managers Reception featuring, Beer, Wine, Beverages & Light Appetizers. Business Center & Wireless HighSpeed Internet Access., id: 514, amenities_name: Rooftop, id: 675, amenities_name: Walking Trails",1006
1008,Typically Responds within 24 hours,Qalquilia,1058.0,3,"id: 1, type_name: Banquet","id: 13, amenities_name: Number of Event, id: 136, amenities_name: Art Gallery Space, id: 307, amenities_name: CAPSULE STUDIO offers modern elegance, versatility and THE best location in Union Square. 16 high ceiling, mezzanine and huge windows highlight Press Launches, Marketing sessions. Perfect for Cocktail Receptions for corporate and private clients, id: 400, amenities_name: 5,000 square foot rooftop garden., id: 587, amenities_name: 20 minutes from Boston, id: 689, amenities_name: Ice Luge","Typically Responds within 24 hours Qalquilia 1058.0 3 id: 1, type_name: Banquet id: 13, amenities_name: Number of Event, id: 136, amenities_name: Art Gallery Space, id: 307, amenities_name: CAPSULE STUDIO offers modern elegance, versatility and THE best location in Union Square. 16 high ceiling, mezzanine and huge windows highlight Press Launches, Marketing sessions. Perfect for Cocktail Receptions for corporate and private clients, id: 400, amenities_name: 5,000 square foot rooftop garden., id: 587, amenities_name: 20 minutes from Boston, id: 689, amenities_name: Ice Luge",1007
1009,Doral Park Country Club,Jenin,731.0,2,"id: 16, type_name: Country Club","id: 60, amenities_name: Large Mirror, id: 62, amenities_name: 3 acres of Outdoor Space, id: 129, amenities_name: Flexibility Let us know, we’ll make it happen; Luxurious Accommodations, id: 274, amenities_name: 12 bedroom suites, id: 511, amenities_name: Incredible Dance floor, State of the art lights and sound system, lounges, worldclass bartenders and bar, id: 657, amenities_name: Beautiful Views","Doral Park Country Club Jenin 731.0 2 id: 16, type_name: Country Club id: 60, amenities_name: Large Mirror, id: 62, amenities_name: 3 acres of Outdoor Space, id: 129, amenities_name: Flexibility Let us know, we’ll make it happen; Luxurious Accommodations, id: 274, amenities_name: 12 bedroom suites, id: 511, amenities_name: Incredible Dance floor, State of the art lights and sound system, lounges, worldclass bartenders and bar, id: 657, amenities_name: Beautiful Views",1008
1010,Oasis Banquet Hall,Qalquilia,2751.0,3,"id: 1, type_name: Banquet","id: 154, amenities_name: Indoor fireplace, id: 220, amenities_name: Exclusive arrangement with liquor delivery and pick up., id: 273, amenities_name: 1 Sports Bar, id: 339, amenities_name: lobby & foyer with so much natural light and character beyond belief! At our space, there is also a little lounge area just inside the large rolling door that has access to shelves, mirrors, fridges, extras, id: 561, amenities_name: Stylish, sleek and comfortable, Nixo Patio Lounge is an urban eatery featuring light bites, specialty cocktails, and unbeatable ambiance. Some of the finest views of downtown available anywhere – elegant, but not intimidating, id: 657, amenities_name: Beautiful Views","Oasis Banquet Hall Qalquilia 2751.0 3 id: 1, type_name: Banquet id: 154, amenities_name: Indoor fireplace, id: 220, amenities_name: Exclusive arrangement with liquor delivery and pick up., id: 273, amenities_name: 1 Sports Bar, id: 339, amenities_name: lobby & foyer with so much natural light and character beyond belief! At our space, there is also a little lounge area just inside the large rolling door that has access to shelves, mirrors, fridges, extras, id: 561, amenities_name: Stylish, sleek and comfortable, Nixo Patio Lounge is an urban eatery featuring light bites, specialty cocktails, and unbeatable ambiance. Some of the finest views of downtown available anywhere – elegant, but not intimidating, id: 657, amenities_name: Beautiful Views",1009
1011,Reception Palace Ballrooms,Salfit,1777.0,5,"id: 5, type_name: Ballroom","id: 10, amenities_name: Indoor Pool, id: 23, amenities_name: On site parking for upto 10 cars stacked 7 regular., id: 95, amenities_name: Outdoor patio, id: 146, amenities_name: Coat Check Attendant, id: 216, amenities_name: ALL INCLUDED:Tables & Chairs, id: 458, amenities_name: Bluetooth sound","Reception Palace Ballrooms Salfit 1777.0 5 id: 5, type_name: Ballroom id: 10, amenities_name: Indoor Pool, id: 23, amenities_name: On site parking for upto 10 cars stacked 7 regular., id: 95, amenities_name: Outdoor patio, id: 146, amenities_name: Coat Check Attendant, id: 216, amenities_name: ALL INCLUDED:Tables & Chairs, id: 458, amenities_name: Bluetooth sound",1010
1012,Fusse Studios,Ramallah,2167.0,3,"id: 4, type_name: Studio","id: 156, amenities_name: Outdoor Amenities: Baseball, id: 303, amenities_name: V: 1 ceiling mounted projector with remote type, 6’ HDMI cable, HDMI to Lightning Cable Adapter, SONOS Speakers for ambient sound, id: 312, amenities_name: Business Center, id: 594, amenities_name: outdoor facility complete with 18 bowling lanes, 6 bocce courts, exceptional ItalianAmerican bistro and wine cellar, outdoor patio & fireplace and beautifully appointed event and party rooms that can accommodate groups from 20600., id: 610, amenities_name: Ballroom for hosting an indoor reception, id: 667, amenities_name: Professional Event Services","Fusse Studios Ramallah 2167.0 3 id: 4, type_name: Studio id: 156, amenities_name: Outdoor Amenities: Baseball, id: 303, amenities_name: V: 1 ceiling mounted projector with remote type, 6’ HDMI cable, HDMI to Lightning Cable Adapter, SONOS Speakers for ambient sound, id: 312, amenities_name: Business Center, id: 594, amenities_name: outdoor facility complete with 18 bowling lanes, 6 bocce courts, exceptional ItalianAmerican bistro and wine cellar, outdoor patio & fireplace and beautifully appointed event and party rooms that can accommodate groups from 20600., id: 610, amenities_name: Ballroom for hosting an indoor reception, id: 667, amenities_name: Professional Event Services",1011
1013,Hotel Beaux Arts Miami,Jerusalem,4347.0,2,"id: 7, type_name: Hotel","id: 99, amenities_name: Exclusive use of all three floors of the Childrens Museum, id: 223, amenities_name: Being a newly built property, our hotel features the newest designs being used in Hampton Inn by Hilton. With its modern touches and design, our hotel is sure to please. The entire building features bold colors, modern fixtures, and brand new amenities., id: 302, amenities_name: 16 count Round tables, id: 491, amenities_name: All rooms are tworoom suites and include free madetoorder breakfast, and evening reception with drinks and snacks. The hotel also underwent a total hotel renovation including suites, meeting spaces, fitness center, lobby, and a new restaurant!, id: 495, amenities_name: Complimentary high speed wireless internet access. Complimentary PrinterOn Printing service, PreCor fitness equipment, Neautragena bath amenities, newly renovated, indoor heated pool, lawn area for recreational activities., id: 702, amenities_name: Smores Roasting Station","Hotel Beaux Arts Miami Jerusalem 4347.0 2 id: 7, type_name: Hotel id: 99, amenities_name: Exclusive use of all three floors of the Childrens Museum, id: 223, amenities_name: Being a newly built property, our hotel features the newest designs being used in Hampton Inn by Hilton. With its modern touches and design, our hotel is sure to please. The entire building features bold colors, modern fixtures, and brand new amenities., id: 302, amenities_name: 16 count Round tables, id: 491, amenities_name: All rooms are tworoom suites and include free madetoorder breakfast, and evening reception with drinks and snacks. The hotel also underwent a total hotel renovation including suites, meeting spaces, fitness center, lobby, and a new restaurant!, id: 495, amenities_name: Complimentary high speed wireless internet access. Complimentary PrinterOn Printing service, PreCor fitness equipment, Neautragena bath amenities, newly renovated, indoor heated pool, lawn area for recreational activities., id: 702, amenities_name: Smores Roasting Station",1012
1014,Villa Woodbine,Jerusalem,2029.0,5,"id: 9, type_name: Park","id: 57, amenities_name: We have a delicious restaurant in our shopping center that will bring togo food to our studio. They also have a full catering service if preferred., id: 81, amenities_name: Romantic Courtyard; History The legacy of Degas and his art; Service Professional yet personal; Parking Included in Rental Fee, 90 spaces;, id: 194, amenities_name: Outside catering allowed., id: 339, amenities_name: lobby & foyer with so much natural light and character beyond belief! At our space, there is also a little lounge area just inside the large rolling door that has access to shelves, mirrors, fridges, extras, id: 486, amenities_name: Kennedy Rooftop 8th Floor Deck, id: 507, amenities_name: Nixo Patio Lounge","Villa Woodbine Jerusalem 2029.0 5 id: 9, type_name: Park id: 57, amenities_name: We have a delicious restaurant in our shopping center that will bring togo food to our studio. They also have a full catering service if preferred., id: 81, amenities_name: Romantic Courtyard; History The legacy of Degas and his art; Service Professional yet personal; Parking Included in Rental Fee, 90 spaces;, id: 194, amenities_name: Outside catering allowed., id: 339, amenities_name: lobby & foyer with so much natural light and character beyond belief! At our space, there is also a little lounge area just inside the large rolling door that has access to shelves, mirrors, fridges, extras, id: 486, amenities_name: Kennedy Rooftop 8th Floor Deck, id: 507, amenities_name: Nixo Patio Lounge",1013
1015,Bowlero Miami,Hebron,1615.0,3,"id: 13, type_name: Bowling","id: 26, amenities_name: Private Tours and Private Events Available, id: 227, amenities_name: 15FT Gallery Walls, id: 261, amenities_name: Offers Complimentary wireless Internet Access, Complimentary Breakfast, Heated outdoor pool, and Convenient freeway access., id: 267, amenities_name: We have 220 banquet chairs, six 24”, twentysix 48” rounds, six 60” rounds, a buffet table and several 6’ tables and two hightops. The space features a 16’ x 10’ stage with a simple light plot, board and spotlight. We have video projection capabilities, id: 315, amenities_name: Boutique Hotel with 3 floors and 79 guest rooms, Bar Esperanto and The Space, id: 600, amenities_name: On a case by case basis outside catering is allowed with restrictions and liability waiver.","Bowlero Miami Hebron 1615.0 3 id: 13, type_name: Bowling id: 26, amenities_name: Private Tours and Private Events Available, id: 227, amenities_name: 15FT Gallery Walls, id: 261, amenities_name: Offers Complimentary wireless Internet Access, Complimentary Breakfast, Heated outdoor pool, and Convenient freeway access., id: 267, amenities_name: We have 220 banquet chairs, six 24”, twentysix 48” rounds, six 60” rounds, a buffet table and several 6’ tables and two hightops. The space features a 16’ x 10’ stage with a simple light plot, board and spotlight. We have video projection capabilities, id: 315, amenities_name: Boutique Hotel with 3 floors and 79 guest rooms, Bar Esperanto and The Space, id: 600, amenities_name: On a case by case basis outside catering is allowed with restrictions and liability waiver.",1014
1016,Perez Art Museum Miami,Qalquilia,2506.0,1,"id: 15, type_name: Museum","id: 7, amenities_name: Outdoor Pool, id: 124, amenities_name: Verizon Center and Metro access Gallery Place available., id: 263, amenities_name: Full catering available! spacious Gaming Lounge., id: 456, amenities_name: Dedicated entrance, id: 509, amenities_name: Green Rooms, id: 563, amenities_name: Full Restaurant","Perez Art Museum Miami Qalquilia 2506.0 1 id: 15, type_name: Museum id: 7, amenities_name: Outdoor Pool, id: 124, amenities_name: Verizon Center and Metro access Gallery Place available., id: 263, amenities_name: Full catering available! spacious Gaming Lounge., id: 456, amenities_name: Dedicated entrance, id: 509, amenities_name: Green Rooms, id: 563, amenities_name: Full Restaurant",1015
1017,Hyde AmericanAirlines Arena,Jericho,2557.0,5,"id: 2, type_name: Concert","id: 145, amenities_name: Climate Controlled Taproom and Brewery, id: 207, amenities_name: Classroom 1 and 2 can open up to one large room $50, id: 229, amenities_name: 3000 sq feet 1st floor, id: 323, amenities_name: We have a lighthouse cottage and 90 feet of dock space on the Tchefuncte River. The cottage is ideal for bridal parties to get ready for the big event! Plenty of space, full bathroom and full kitchen. 3 large rooms and expansive deck. Order lunch & relax!, id: 572, amenities_name: Microphone & Projector, id: 711, amenities_name: hammocks","Hyde AmericanAirlines Arena Jericho 2557.0 5 id: 2, type_name: Concert id: 145, amenities_name: Climate Controlled Taproom and Brewery, id: 207, amenities_name: Classroom 1 and 2 can open up to one large room $50, id: 229, amenities_name: 3000 sq feet 1st floor, id: 323, amenities_name: We have a lighthouse cottage and 90 feet of dock space on the Tchefuncte River. The cottage is ideal for bridal parties to get ready for the big event! Plenty of space, full bathroom and full kitchen. 3 large rooms and expansive deck. Order lunch & relax!, id: 572, amenities_name: Microphone & Projector, id: 711, amenities_name: hammocks",1016
1018,The Cruz Building,Qalquilia,4779.0,3,"id: 5, type_name: Ballroom","id: 53, amenities_name: Parking validation; private party room; restaurant packages; teambuilding; private event rentals, id: 152, amenities_name: Four floors and 80,000 square feet of floor space., id: 257, amenities_name: tables and chairs, id: 277, amenities_name: 2 Venues in One. The Club up to 300 guests & Cocktail Club up to 100 guests, id: 282, amenities_name: 2 count 30 round tables on wheels, id: 655, amenities_name: Celebrations for all occasions","The Cruz Building Qalquilia 4779.0 3 id: 5, type_name: Ballroom id: 53, amenities_name: Parking validation; private party room; restaurant packages; teambuilding; private event rentals, id: 152, amenities_name: Four floors and 80,000 square feet of floor space., id: 257, amenities_name: tables and chairs, id: 277, amenities_name: 2 Venues in One. The Club up to 300 guests & Cocktail Club up to 100 guests, id: 282, amenities_name: 2 count 30 round tables on wheels, id: 655, amenities_name: Celebrations for all occasions",1017
1019,Provident Doral-At The Blue Miami,Jerusalem,3301.0,4,"id: 7, type_name: Hotel","id: 58, amenities_name: Small drum kit, baby grand piano and full A, id: 247, amenities_name: Private Admittance and Security Personnel Available, id: 354, amenities_name: Spacious, Two Indoor Event rooms, Lodging, waterfall, short drive to local businesses that include restaurants, bars, coffee shops, Old Fashioned ice cream parlor, shopping, Salons, Grocery Stores, Hotels, hike and bike trails, nearby Wineries., id: 435, amenities_name: 3,000 sq. ft. in Meeting Space, id: 536, amenities_name: Minutes from the beach, id: 665, amenities_name: Full Liquor Bar","Provident Doral-At The Blue Miami Jerusalem 3301.0 4 id: 7, type_name: Hotel id: 58, amenities_name: Small drum kit, baby grand piano and full A, id: 247, amenities_name: Private Admittance and Security Personnel Available, id: 354, amenities_name: Spacious, Two Indoor Event rooms, Lodging, waterfall, short drive to local businesses that include restaurants, bars, coffee shops, Old Fashioned ice cream parlor, shopping, Salons, Grocery Stores, Hotels, hike and bike trails, nearby Wineries., id: 435, amenities_name: 3,000 sq. ft. in Meeting Space, id: 536, amenities_name: Minutes from the beach, id: 665, amenities_name: Full Liquor Bar",1018
1020,Sheraton Miami Airport Hotel,Qalquilia,2570.0,1,"id: 7, type_name: Hotel","id: 184, amenities_name: Dj Booth for inhouse or hired Dj, id: 320, amenities_name: Equipment: 60 chairs; 7 cocktail tables; AV, speaker’s podium with microphone, large screen, id: 353, amenities_name: Kitchen area with oven and stove top, refrigerator, freezer, and ice machine., id: 471, amenities_name: Gazebo, id: 491, amenities_name: All rooms are tworoom suites and include free madetoorder breakfast, and evening reception with drinks and snacks. The hotel also underwent a total hotel renovation including suites, meeting spaces, fitness center, lobby, and a new restaurant!, id: 701, amenities_name: Reception Area","Sheraton Miami Airport Hotel Qalquilia 2570.0 1 id: 7, type_name: Hotel id: 184, amenities_name: Dj Booth for inhouse or hired Dj, id: 320, amenities_name: Equipment: 60 chairs; 7 cocktail tables; AV, speaker’s podium with microphone, large screen, id: 353, amenities_name: Kitchen area with oven and stove top, refrigerator, freezer, and ice machine., id: 471, amenities_name: Gazebo, id: 491, amenities_name: All rooms are tworoom suites and include free madetoorder breakfast, and evening reception with drinks and snacks. The hotel also underwent a total hotel renovation including suites, meeting spaces, fitness center, lobby, and a new restaurant!, id: 701, amenities_name: Reception Area",1019
1021,The Regency Reception Hall,Hebron,2995.0,2,"id: 1, type_name: Banquet","id: 128, amenities_name: ArtEgg policies:Masks and social distancing required, id: 166, amenities_name: Retro kitsch decor, Tiki Beer Garden, Ipod Docking, Board Games, id: 200, amenities_name: Space and furniture can be adjusted for special occasions., id: 208, amenities_name: event space for presentations or cocktail parties, id: 282, amenities_name: 2 count 30 round tables on wheels, id: 574, amenities_name: 24hr fitness center","The Regency Reception Hall Hebron 2995.0 2 id: 1, type_name: Banquet id: 128, amenities_name: ArtEgg policies:Masks and social distancing required, id: 166, amenities_name: Retro kitsch decor, Tiki Beer Garden, Ipod Docking, Board Games, id: 200, amenities_name: Space and furniture can be adjusted for special occasions., id: 208, amenities_name: event space for presentations or cocktail parties, id: 282, amenities_name: 2 count 30 round tables on wheels, id: 574, amenities_name: 24hr fitness center",1020
1022,The Historic Carver Theater,Tulkarem,3319.0,3,"id: 10, type_name: Theater","id: 183, amenities_name: Wheelchair accessible, ice space, warehouse space, meeting space, kitchen, loading docks, on site parking., id: 185, amenities_name: Hidden patio oasis, id: 248, amenities_name: Our elegant shop would be exclusive to your event no other customers will be in the shop at the same time. Plus you have one hour in advance of your event start to decorate our shop., id: 450, amenities_name: Complimentary overnight self parking, id: 525, amenities_name: Large terrace, id: 604, amenities_name: 2 indoor meeting spaces with beach and marina views. All spaces feature natural light. 2000 square foot restaurant patio overlooking beach and marina available for restaurant buyout. 1 340 sq ft boardroom featuring 8 executive chairs and 72 monitor","The Historic Carver Theater Tulkarem 3319.0 3 id: 10, type_name: Theater id: 183, amenities_name: Wheelchair accessible, ice space, warehouse space, meeting space, kitchen, loading docks, on site parking., id: 185, amenities_name: Hidden patio oasis, id: 248, amenities_name: Our elegant shop would be exclusive to your event no other customers will be in the shop at the same time. Plus you have one hour in advance of your event start to decorate our shop., id: 450, amenities_name: Complimentary overnight self parking, id: 525, amenities_name: Large terrace, id: 604, amenities_name: 2 indoor meeting spaces with beach and marina views. All spaces feature natural light. 2000 square foot restaurant patio overlooking beach and marina available for restaurant buyout. 1 340 sq ft boardroom featuring 8 executive chairs and 72 monitor",1021
